年度/Year,月份/Month,發電站名稱/Station Name,裝置容量(瓩)/Installed Capacity(kW),發電量(度)/Power Generation(kW-h),平均單位裝置容量每日發電量/Average of Each Unit Power Generatioon Per Day
2020,2,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,146082,3.45
2020,2,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,6344,3.1
2020,2,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,34872,3.315
2020,2,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,54842,3.58
2020,2,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,15665,3.33
2020,2,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,21147,3.2
2020,2,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,21148,3.68
2020,2,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,29210,3.9
2020,2,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,232598,4.46
2020,2,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,42107,3.82
2020,2,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,54759,3.79
2020,2,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,62400,3.03
2020,2,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,80603,3.06
2020,2,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,10217810,3.52
2020,3,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,15126,0.749033625
2020,3,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,2556,2.048487277
2020,3,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,6487,2.279499613
2020,3,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,7326,2.040782216
2020,3,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3416,2.629917623
2020,3,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,218555,3.320785897
2020,3,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,654516,3.25525974
2020,3,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,8484,3.003318731
2020,3,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,1693,0.910215054
2020,3,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,576713,4.012173301
2020,3,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,208343,4.129107569
2020,3,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,6850,3.680955221
2020,3,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,183302,4.054865963
2020,3,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,7108,3.247278326
2020,3,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,38964,3.451267797
2020,3,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,49723,3.037817693
2020,3,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,13384,2.665073676
2020,3,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,19253,2.723967176
2020,3,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,21922,3.571521668
2020,3,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,31353,3.920105026
2020,3,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,249752,4.477085929
2020,3,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,47405,4.024617192
2020,3,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,59633,3.863051573
2020,3,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,59407,2.698939269
2020,3,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,76548,2.72044148
2020,3,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,12051656,3.887665957
2020,4,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,18498,0.95
2020,4,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,2292,1.9
2020,4,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,6439,2.34
2020,4,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,7643,2.2
2020,4,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3497,2.78
2020,4,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,219096,3.61
2020,4,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,636509,3.27
2020,4,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,8359,3.06
2020,4,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,1492,0.83
2020,4,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,572452,4.12
2020,4,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,203234,3.96
2020,4,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,6654,3.69
2020,4,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,184466,4.22
2020,4,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,6521,3.08
2020,4,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,30647,2.855
2020,4,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,55121,3.48
2020,4,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,13746,2.83
2020,4,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,21421,3.13
2020,4,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,22283,3.75
2020,4,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,32186,4.16
2020,4,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,238342,4.41
2020,4,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,48114,4.22
2020,4,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,61842,4.14
2020,4,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,65619,3.08
2020,4,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,87449,3.21
2020,4,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,12753076,4.25
2020,5,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,18650,0.923540731
2020,5,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,3148,2.522941294
2020,5,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,6656,2.338885375
2020,5,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,8234,2.293721099
2020,5,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3549,2.732311956
2020,5,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,213914,3.250269243
2020,5,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,626872,3.117771274
2020,5,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,7808,2.764016107
2020,5,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,2078,1.117204301
2020,5,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,565853,3.936620639
2020,5,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,194872,3.862128559
2020,5,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,6365,3.420332844
2020,5,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,170792,3.778129358
2020,5,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,7457,3.406718412
2020,5,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,40233,3.547143023
2020,5,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,54388,3.322825024
2020,5,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,16408,3.267224213
2020,5,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,25367,3.588992643
2020,5,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,22174,3.612577387
2020,5,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,32246,4.031757939
2020,5,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,229249,4.109546559
2020,5,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,46362,3.936067973
2020,5,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,57648,3.734462413
2020,5,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,79338,3.604431191
2020,5,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,102797,3.653305414
2020,5,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,13662449,4.407281278
2020,6,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,55528,2.841382416
2020,6,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,2947,2.44057971
2020,6,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,8501,3.086782861
2020,6,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,10378,2.987334485
2020,6,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,4092,3.255369928
2020,6,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,246411,3.868839023
2020,6,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,715632,3.677863193
2020,6,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,9912,3.625788752
2020,6,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,3025,1.680555556
2020,6,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,609691,4.38298683
2020,6,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,215794,4.419336671
2020,6,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,7010,3.892498195
2020,6,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,186679,4.267221674
2020,6,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,9057,4.275598357
2020,6,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,43044,3.899130518
2020,6,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,61733,3.897285354
2020,6,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,21959,4.518312757
2020,6,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,33720,4.929824561
2020,6,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,24988,4.206734007
2020,6,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,35022,4.524806202
2020,6,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,244576,4.530443642
2020,6,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,53024,4.651717725
2020,6,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,65194,4.364072081
2020,6,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,101774,4.777852891
2020,6,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,130623,4.796954874
2020,6,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,15256368,5.08550177
2020,7,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,81558,4.04
2020,7,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,4640,3.72
2020,7,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,7705,2.71
2020,7,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,10474,2.92
2020,7,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3960,3.05
2020,7,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,253982,3.86
2020,7,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,790315,3.93
2020,7,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,9032,3.2
2020,7,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,2513,1.35
2020,7,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,585572,4.07
2020,7,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,209504,4.15
2020,7,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,6590,3.54
2020,7,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,176100,3.9
2020,7,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,9469,4.33
2020,7,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,42732,3.75
2020,7,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,71672,4.38
2020,7,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,21906,4.36
2020,7,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,34443,4.87
2020,7,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,25009,4.07
2020,7,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,35734,4.47
2020,7,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,237961,4.27
2020,7,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,47769,4.06
2020,7,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,58173,3.77
2020,7,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,106258,4.83
2020,7,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,140245,4.98
2020,7,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,15894482,5.13
2020,8,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,81429,4.03
2020,8,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,4501,3.61
2020,8,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,8817,3.1
2020,8,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,9348,2.6
2020,8,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3573,2.75
2020,8,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,238503,3.62
2020,8,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,715727,3.56
2020,8,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,8989,3.18
2020,8,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,2665,1.43
2020,8,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,535100,3.72
2020,8,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,196739,3.9
2020,8,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,5857,3.15
2020,8,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,128835,2.85
2020,8,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,8123,3.71
2020,8,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,41301,3.63
2020,8,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,57645,3.52
2020,8,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,18995,3.78
2020,8,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,30012,4.25
2020,8,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,24233,3.95
2020,8,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,32690,4.09
2020,8,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,221113,3.96
2020,8,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,40691,3.45
2020,8,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,51005,3.3
2020,8,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,98592,4.48
2020,8,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,127259,4.52
2020,8,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,14606157,4.71
2020,9,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,58029,2.969359246
2020,9,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,3570,2.956521739
2020,9,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,7796,2.830791576
2020,9,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,9221,2.654289004
2020,9,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3095,2.462211615
2020,9,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,231794,3.639341071
2020,9,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,678567,3.487374228
2020,9,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,9744,3.564334705
2020,9,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,2980,1.655555556
2020,9,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,569833,4.096453014
2020,9,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,224552,4.598695461
2020,9,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,7007,3.890832362
2020,9,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,153098,3.499606832
2020,9,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,7845,3.703441439
2020,9,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,40821,3.718960643
2020,9,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,48411,3.05625
2020,9,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,17612,3.623868313
2020,9,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,25745,3.763888889
2020,9,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,22904,3.855892256
2020,9,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,33755,4.361111111
2020,9,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,258455,4.787533574
2020,9,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,48696,4.272028635
2020,9,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,60315,4.037472889
2020,9,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,76420,3.587591309
2020,9,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,98275,3.609017862
2020,9,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,13927624,4.642583117
2020,10,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,51499,2.55
2020,10,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,3509,2.81
2020,10,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,7667,2.69
2020,10,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,9226,2.57
2020,10,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,2606,2.01
2020,10,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,232587,3.53
2020,10,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,745034,3.71
2020,10,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,10712,3.79
2020,10,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,2430,1.31
2020,10,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,507922,3.53
2020,10,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,185095,3.67
